r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
3.37,0.5676323068,0.03875104341,0.2683462591,0.02462246925,0.606551464,0.2682012306
3.39,0.5939636185,0.05007919942,0.2750884236,0.02513837985,0.5847282309,0.2751140096
3.41,0.5968769052,0.0383363346,0.282081532,0.02565717936,0.5851244209,0.2819837834
3.43,0.5507158964,0.0450952956,0.2888984863,0.02615313309,0.5688528787,0.2888397105
3.45,0.5564677787,0.04929808658,0.2955543154,0.02672070818,0.5532400884,0.2955844173
3.47,0.5334377833,0.02299010471,0.3021816738,0.02715939788,0.5534286492,0.3023145357
3.49,0.5925512592,0.04434917206,0.3091107616,0.02757441908,0.5461464385,0.3090787795
3.51,0.4955831099,0.04472780205,0.3158785967,0.02812874407,0.5410534432,0.3158440664
3.53,0.5655284147,0.04264591964,0.3225599018,0.02867861363,0.5421380742,0.3226618838
3.55,0.5231617287,0.04150838442,0.3294888545,0.02921428936,0.5326407481,0.3295034609
3.57,0.5425694999,0.02791323655,0.3363507541,0.02966073534,0.5256544552,0.3363165325
3.59,0.5116298673,0.03853868585,0.3432130556,0.03009376094,0.5136140812,0.3430823134
3.61,0.5169503368,0.03680451204,0.349984913,0.03058971983,0.515500129,0.3498575608
3.63,0.4852961468,0.02395853564,0.356655561,0.03099373834,0.5071501569,0.3566648911
3.65,0.5163963535,0.03443594673,0.3633987194,0.03138715669,0.5068625101,0.363489811
3.67,0.5092196591,0.03826391473,0.3703775461,0.03188200575,0.5176138936,0.3704615496
3.69,0.5303874008,0.04154271022,0.3775301625,0.03243114636,0.5282591805,0.3776568787
3.71,0.531013476,0.032462822,0.3849115203,0.0329454641,0.529774844,0.3850148558
3.73,0.53339824,0.0332798354,0.3923941234,0.03340764724,0.534439546,0.3924961579
3.75,0.5846412439,0.03545078712,0.4003403088,0.03389609571,0.5345710593,0.4000920261
3.77,0.4963517783,0.03937574734,0.4081003094,0.03443362775,0.5366991262,0.4077856541
3.79,0.5048608209,0.02953860503,0.4153677466,0.03493345164,0.5314900127,0.4155387009
3.81,0.5467584942,0.03084438889,0.4230833274,0.03537643058,0.5255481206,0.4232921836
3.83,0.5409764278,0.02627955418,0.4311461945,0.03579969811,0.5217807673,0.4310556096
3.85,0.5258980478,0.02693082733,0.4391370921,0.036198299,0.5250526635,0.4388971044
3.87,0.5089607862,0.03103567245,0.4469690549,0.03663719613,0.5384064358,0.4469467245
3.89,0.5301982903,0.03553214888,0.4549167818,0.0371464457,0.5408922079,0.4552006765
3.91,0.5600361689,0.02787864728,0.4633416232,0.0376360838,0.5410692276,0.4635604215
3.93,0.5729932334,0.0342892231,0.4721864696,0.03812161617,0.5475626974,0.4720584475
3.95,0.5415157109,0.0456414126,0.4809739697,0.03875238512,0.5595185796,0.4807891134
3.97,0.5505808713,0.02133387889,0.4896740089,0.03928493437,0.5648488165,0.4897460726
3.99,0.5581903365,0.03377461114,0.4985962636,0.03972887879,0.5575125787,0.4987770791
4.01,0.5680487275,0.02730717019,0.5077504785,0.04022507476,0.5491906021,0.507771772
4.03,0.5700316561,0.0403741628,0.5170933486,0.04078122158,0.5449452476,0.5167536359
4.05,0.5222431206,0.02517593313,0.5261475893,0.04132408274,0.5490109099,0.5258239455
4.07,0.5183646449,0.03004711643,0.5348608881,0.04178669013,0.5475892314,0.535006194
4.09,0.5549046315,0.03953630654,0.5439381093,0.04237549008,0.5496533542,0.5442847076
4.11,0.5659329338,0.03004532088,0.5535096672,0.0429692688,0.5560903339,0.5537271841
4.13,0.5777432957,0.03972564593,0.563371796,0.04357129161,0.5542115809,0.5633009615
4.15,0.5551334513,0.02986787056,0.5732344277,0.04417680469,0.556157168,0.5729686564
