r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
9.69,0.9204224991,0.01393237775,18.01931254,0.4144848229,0.9240095315,18.02152489
9.71,0.9465210078,0.01589309998,18.16692992,0.4168433456,0.9263149715,18.16782437
9.73,0.9420558954,0.01186044616,18.31686919,0.4190461273,0.9359244234,18.31567493
9.75,0.9260026375,0.01410455948,18.46578851,0.4211164293,0.9326791607,18.46463979
9.77,0.9203518357,0.01423001293,18.61358438,0.4233845729,0.9322255037,18.61392142
9.79,0.9338233139,0.01717492033,18.76261833,0.4259092694,0.9283235129,18.76346483
9.81,0.9259462629,0.01732253915,18.91271044,0.428693424,0.9193982137,18.91258443
9.83,0.9073567002,0.01497886889,19.06126929,0.4313105857,0.9119999164,19.06099078
9.85,0.9193256697,0.01282808768,19.20990027,0.433572758,0.9073702413,19.20902404
9.87,0.892277443,0.0161550355,19.35789765,0.4359411327,0.8991344433,19.35660802
9.89,0.8823635396,0.008775409029,19.50346695,0.4379849116,0.8922149008,19.50354837
9.91,0.887044304,0.01471503123,19.64919761,0.4399205919,0.8884399304,19.65020395
9.93,0.895373986,0.01272633056,19.79659418,0.4421894944,0.8860944003,19.79694677
9.95,0.8784557811,0.01267105263,19.94386837,0.4442981717,0.885088964,19.94400391
9.97,0.8932087733,0.01267545184,20.09156063,0.4464111119,0.885334275,20.09159025
9.99,0.8827214099,0.009929271071,20.24019941,0.4483026052,0.8867409869,20.23990838
