z(Angstrom),Total_mass_gcm3_mean,Total_mass_gcm3_se,CSH_Si_gcm3_mean,CSH_Si_gcm3_se,Ca_gcm3_mean,Ca_gcm3_se,H_Hydroxyl_CSH_gcm3_mean,H_Hydroxyl_CSH_gcm3_se,H_SiO2_Hydroxyl_gcm3_mean,H_SiO2_Hydroxyl_gcm3_se,H_Unbonded_CSH_gcm3_mean,H_Unbonded_CSH_gcm3_se,H_Unbonded_SiO2_gcm3_mean,H_Unbonded_SiO2_gcm3_se,H_Water_CSH_gcm3_mean,H_Water_CSH_gcm3_se,H_Water_IF_gcm3_mean,H_Water_IF_gcm3_se,O_Bridging_CSH_gcm3_mean,O_Bridging_CSH_gcm3_se,O_Hydroxyl_CSH_gcm3_mean,O_Hydroxyl_CSH_gcm3_se,O_NBO_CSH_gcm3_mean,O_NBO_CSH_gcm3_se,O_SiO2_Structural_gcm3_mean,O_SiO2_Structural_gcm3_se,O_SiO2_Surface_gcm3_mean,O_SiO2_Surface_gcm3_se,O_Unclassified_CSH_gcm3_mean,O_Unclassified_CSH_gcm3_se,O_Water_CSH_gcm3_mean,O_Water_CSH_gcm3_se,O_Water_IF_gcm3_mean,O_Water_IF_gcm3_se,O_Water_IF_CaCoord_gcm3_mean,O_Water_IF_CaCoord_gcm3_se,Si_Bulk_gcm3_mean,Si_Bulk_gcm3_se,Si_Surface_gcm3_mean,Si_Surface_gcm3_se
 47.054817, 2.1655920618, 0.0501350312, 0.241459427, 0.0086230847, 0.7654431788, 0.0417014322, 0.0467350635, 0.0013100898, 0, 0, 0, 0, 0, 0, 0.0153053022, 0.0005847367, 0, 0, 0.0242939424, 0.0030795138, 0.7739844751, 0.0179547811, 0.1457636545, 0.0057919114, 0, 0, 0, 0, 0, 0, 0.1526070185, 0.0050897236, 0, 0, 0, 0, 0, 0, 0, 0
 47.254625, 1.7255139163, 0.0281250796, 0.1255348762, 0.0134301312, 0.5914398582, 0.0228481785, 0.0446656142, 0.0008613624, 0, 0, 0, 0, 0, 0, 0.0143568046, 0.0005225365, 0, 0, 0.0342168203, 0.002482349, 0.5926353275, 0.0189986483, 0.1700575969, 0.0083559718, 0, 0, 0, 0, 0, 0, 0.1526070185, 0.0096409784, 0, 0, 0, 0, 0, 0, 0, 0
 47.454433, 1.369243728, 0.0352858705, 0.0228245229, 0.0044352815, 0.3848644874, 0.0348784482, 0.0470153014, 0.0009535767, 0, 0, 0, 0, 0, 0, 0.0146370425, 0.0004095785, 0, 0, 0.0116337189, 0.0019920754, 0.5796329358, 0.017184598, 0.1885346798, 0.0108711585, 0, 0, 0, 0, 0, 0, 0.1201010392, 0.0096201835, 0, 0, 0, 0, 0, 0, 0, 0
 47.654242, 1.6648768272, 0.0215827515, 0.1807942475, 0.0109711383, 0.2751481079, 0.0120885203, 0.0468428473, 0.001109052, 0, 0, 0, 0, 0, 0, 0.0165124809, 0.0007662113, 0, 0, 0.0304529701, 0.0039241534, 0.7568760649, 0.0200404145, 0.2504671246, 0.0099343596, 0, 0, 0, 0, 0, 0, 0.1077829839, 0.0083648165, 0, 0, 0, 0, 0, 0, 0, 0
 47.85405, 1.8918331231, 0.0303781053, 0.3501762336, 0.0135931481, 0.223718555, 0.0100635787, 0.0512835406, 0.0013045053, 0, 0, 0, 0, 0, 0, 0.0150035075, 0.0006849776, 0, 0, 0.1105203296, 0.0051898314, 0.8136759866, 0.0243214474, 0.2374647328, 0.0085574461, 0, 0, 0, 0, 0, 0, 0.0899902374, 0.0040111258, 0, 0, 0, 0, 0, 0, 0, 0
 48.053858, 1.8382382888, 0.0324478203, 0.3189426759, 0.0119009496, 0.1860035496, 0.0127607829, 0.0488476263, 0.0008474506, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0118993335, 0.0004747642, 0, 0, 0.1748479517, 0.0069412623, 0.8040952769, 0.0183458862, 0.2165924725, 0.0147634044, 0, 0, 0, 0, 0, 0, 0.0769878457, 0.0068411126, 0, 0, 0, 0, 0, 0, 0, 0
 48.253666, 2.0528361913, 0.0289477114, 0.3471730069, 0.0131854272, 0.255433446, 0.0195422803, 0.0503134862, 0.000824039, 0, 0, 0, 0, 0, 0, 0.0079760025, 0.0004655042, 0, 0, 0.2128286222, 0.0082165379, 0.856447012, 0.0179984857, 0.276471908, 0.0062484231, 0, 0, 0, 0, 0, 0, 0.0461927074, 0.0046274342, 0, 0, 0, 0, 0, 0, 0, 0
 48.453474, 2.0601035095, 0.0287107133, 0.3952246342, 0.0121042371, 0.5537248527, 0.0158345673, 0.0496883401, 0.001121159, 0, 0, 0, 0, 0, 0, 0.0048502718, 0.0003854605, 0, 0, 0.1738214471, 0.008026859, 0.6720183506, 0.0162899605, 0.1967467167, 0.0074117971, 0, 0, 0, 0, 0, 0, 0.0140288963, 0.0020753982, 0, 0, 0, 0, 0, 0, 0, 0
 48.653282, 2.1661488744, 0.0252507172, 0.3531794603, 0.0116077519, 0.7071563522, 0.0211016623, 0.0440189113, 0.0011580829, 0, 0, 0, 0, 0, 0, 0.0031257307, 0.0002379481, 0, 0, 0.1495275047, 0.0078384864, 0.5584185072, 0.0141419841, 0.347300726, 0.0126465878, 0, 0, 0, 0, 0, 0, 0.003421682, 0.0012657546, 0, 0, 0, 0, 0, 0, 0, 0
 48.85309, 2.5107568931, 0.0402607273, 0.4486820695, 0.0161470205, 0.8074439803, 0.0321899041, 0.0362584764, 0.0009720819, 0, 0, 0, 0, 0, 0, 0.0023065737, 0.00016335, 0, 0, 0.2148816314, 0.0070805716, 0.4639800832, 0.0124474397, 0.5368619104, 0.0135462131, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0
 49.052899, 3.2568257669, 0.0405391211, 0.7748324895, 0.0277995981, 1.1160212976, 0.0242090081, 0.0298130041, 0.000735711, 0, 0, 0, 0, 0, 0, 0.0017029843, 0.0001989895, 0, 0, 0.303503196, 0.0122847439, 0.4550837099, 0.0130553625, 0.5758690856, 0.0097195932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 49.252707, 3.3694145967, 0.0486213501, 1.114197107, 0.0254813607, 0.9377321809, 0.0275612976, 0.0221387962, 0.001067246, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0005604759, 0.0001330687, 0, 0, 0.2668911983, 0.0122317104, 0.3934934334, 0.0125843101, 0.6343798483, 0.0213776234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 49.452515, 2.746564048, 0.053738001, 0.8937602669, 0.0227995517, 0.7500143129, 0.0380676019, 0.0217723312, 0.0007411594, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0000862271, 0.0000395637, 0, 0, 0.1926406983, 0.0115718476, 0.3161634195, 0.0074734786, 0.5721052353, 0.0200834158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 49.652323, 2.3640080886, 0.0446711145, 0.5291685451, 0.023538377, 0.86230217, 0.0296694152, 0.0281531333, 0.0008962616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1300239171, 0.0064158039, 0.3486693988, 0.0079818234, 0.4656909242, 0.0126816214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 49.852131, 2.6789453173, 0.0301070465, 0.6510995493, 0.018602151, 1.002019122, 0.0198397984, 0.027721998, 0.0010463361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1522648503, 0.0066954435, 0.4188138804, 0.0132157988, 0.4270259173, 0.0102638454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 50.051939, 3.4495994618, 0.0400260219, 0.7826408789, 0.0164729971, 1.385169291, 0.0318687576, 0.0222681368, 0.000830057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1895611844, 0.0067362739, 0.4236042352, 0.0132929734, 0.6463557354, 0.0152495856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 50.251747, 3.1677140633, 0.0445386052, 0.5213601557, 0.0169977549, 1.1760224426, 0.033519892, 0.0178274435, 0.0006147309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.160134719, 0.0075847849, 0.4961438943, 0.0134826064, 0.7962254082, 0.0117094802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 50.451556, 2.6736611781, 0.045219889, 0.2462645897, 0.0148795771, 0.9823044601, 0.0363895715, 0.0199615631, 0.0005345675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08759506, 0.0059286062, 0.5228330141, 0.0101065451, 0.8147024912, 0.0188035278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 50.651364, 2.3922280036, 0.0435066966, 0.0774832489, 0.00886521, 0.9985904852, 0.0280556446, 0.0220741259, 0.0008552073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0164240737, 0.002691947, 0.5686835533, 0.0186813878, 0.7089725165, 0.0164690343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 50.851172, 1.8947189935, 0.0217197676, 0.0408438832, 0.0094830308, 0.8657308069, 0.0233172516, 0.0222034665, 0.000745765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5300185464, 0.0115526615, 0.4359222906, 0.0102842376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 51.05098, 1.9232640575, 0.0241063705, 0.0072077441, 0.0025258697, 0.9488752507, 0.0269419113, 0.0268812842, 0.0007276889, 0, 0, 0, 0, 0, 0, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.4783511477, 0.0103057853, 0.461927074, 0.0138077528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 51.250788, 2.0019417317, 0.0294986802, 0, 0, 1.1228785713, 0.0236138787, 0.0256956622, 0.00108503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.369199491, 0.0098480766, 0.4841680072, 0.0114390243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 51.450596, 2.2809180312, 0.058485293, 0, 0, 1.4083125898, 0.0471831123, 0.0283040306, 0.0006811643, 0, 0, 0, 0, 0, 0, 0, 0, 0.0001724541, 0.0001144957, 0, 0, 0.3147947467, 0.0076912772, 0.52933421, 0.015638996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 51.650404, 2.105975009, 0.0439078832, 0, 0, 1.3885979279, 0.0425046178, 0.0293818688, 0.000737703, 0, 0, 0, 0, 0, 0, 0, 0, 0.0002371244, 0.0000962778, 0, 0, 0.2265153503, 0.0081864846, 0.4612427376, 0.0112382168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 51.850213, 1.7877076697, 0.0557617852, 0.0042045174, 0.0020016242, 1.2471666574, 0.0437575593, 0.0197675522, 0.000754746, 0, 0, 0, 0, 0, 0, 0, 0, 0.0002371244, 0.000105953, 0.0023951774, 0.0010265046, 0.1611612236, 0.0093736209, 0.3527754172, 0.0118163465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 52.050021, 1.7238013081, 0.0485733052, 0.0660709875, 0.009724247, 1.1528791438, 0.0342609828, 0.0164262539, 0.0006972223, 0, 0, 0, 0, 0, 0, 0, 0, 0.0001508973, 0.000071837, 0.0232674378, 0.0045066772, 0.1519226821, 0.0081668906, 0.3127417375, 0.0130326871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0
 52.249829, 1.9089172685, 0.0253278132, 0.1561677886, 0.0148156336, 1.0500200381, 0.0224856552, 0.0162753565, 0.0007880992, 0, 0, 0, 0, 0, 0, 0, 0, 0.0000646703, 0.0000353177, 0.0403758479, 0.0054814404, 0.2384912375, 0.009117692, 0.4068379933, 0.0106882352, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006843364, 0.0004709926, 0, 0, 0, 0, 0, 0
 52.449637, 2.3388746475, 0.0501332211, 0.1747877941, 0.0176138401, 1.2565954088, 0.0356596452, 0.0156502104, 0.000504437, 0, 0, 0, 0, 0, 0, 0, 0, 0.0001508973, 0.0000566034, 0.0318216429, 0.0038544415, 0.2224093319, 0.0085488007, 0.6302738298, 0.0138736443, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0.0041060184, 0.001676275, 0.0027373456, 0.0010414039, 0, 0, 0, 0
 52.649445, 2.7962176135, 0.0422424604, 0.3465723616, 0.0188993668, 1.3380255342, 0.0347006036, 0.0104550303, 0.000402835, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0, 0, 0.0003880217, 0.0001166122, 0.0304529701, 0.0047999927, 0.2176189771, 0.0087778333, 0.8424181156, 0.0142158649, 0, 0, 0, 0, 0, 0, 0, 0, 0.0068433641, 0.0014894094, 0.003421682, 0.0013596386, 0, 0, 0, 0
 52.849253, 3.1202590131, 0.0364886514, 0.4516852962, 0.0102896996, 1.3388826934, 0.0250258353, 0.0077819917, 0.0003447309, 0, 0, 0, 0, 0, 0, 0, 0, 0.0007976003, 0.000126182, 0.0383228387, 0.0033818305, 0.3110308965, 0.0104196583, 0.954307118, 0.01855944, 0, 0, 0, 0, 0, 0, 0, 0, 0.0106072143, 0.0021909455, 0.0068433641, 0.0017198219, 0, 0, 0, 0
 53.049061, 2.7167833212, 0.0388373147, 0.410841413, 0.0142565474, 0.9943046891, 0.0318541934, 0.0095280895, 0.0005223493, 0, 0, 0, 0, 0, 0, 0, 0, 0.001185622, 0.0001528299, 0.0492722212, 0.0048795684, 0.3425103711, 0.0118891304, 0.8916903369, 0.0199831411, 0, 0, 0, 0, 0, 0, 0, 0, 0.0119758871, 0.0020394579, 0.0054746912, 0.0013686728, 0, 0, 0, 0
 53.24887, 2.4578483277, 0.0371113216, 0.3687962392, 0.0107834792, 0.7191565812, 0.0274312095, 0.0150681778, 0.0008141106, 0, 0, 0, 0, 0, 0, 0.0000431135, 0.0000431135, 0.0015089735, 0.0001548174, 0.0982022742, 0.0080249396, 0.3206116062, 0.0126893934, 0.925564989, 0.0156673397, 0, 0, 0, 0, 0, 0, 0, 0, 0.005132523, 0.0019147908, 0.0037638502, 0.0011616757, 0, 0, 0, 0
 53.448678, 2.8887455193, 0.0528226452, 0.595840178, 0.0234887132, 0.846016145, 0.0321267742, 0.0187759411, 0.0006406042, 0, 0, 0, 0, 0, 0, 0.0002155676, 0.0000663503, 0.0010562814, 0.0001230416, 0.1789539701, 0.0073180896, 0.2891321315, 0.0113198927, 0.949174595, 0.0172132606, 0, 0, 0, 0, 0, 0, 0.0041060184, 0.0009154451, 0.0037638502, 0.0015282079, 0.001710841, 0.0006798193, 0, 0, 0, 0
 53.648486, 3.8412186606, 0.0487600917, 1.0589377356, 0.0178451742, 1.3757405397, 0.0257560974, 0.0186250437, 0.000739243, 0, 0, 0, 0, 0, 0, 0.0006682597, 0.0001380306, 0.0014658599, 0.0001637239, 0.2258310139, 0.0092215174, 0.2737345624, 0.0092081432, 0.8574735166, 0.0261913117, 0, 0, 0, 0, 0, 0, 0.0273734562, 0.0036482931, 0.0013686728, 0.0006279902, 0, 0, 0, 0, 0, 0
 53.848294, 3.5309913025, 0.0299614723, 0.8631273546, 0.0284714428, 1.1845940348, 0.0257568481, 0.0195304278, 0.0005587276, 0, 0, 0, 0, 0, 0, 0.0025221413, 0.0002367115, 0.001185622, 0.0001246217, 0.2737345624, 0.0145593528, 0.2590213296, 0.0096432152, 0.8848469728, 0.0178804965, 0, 0, 0, 0, 0, 0, 0.0403758479, 0.0029329561, 0.0010265046, 0.0005605933, 0.0010265046, 0.0005605933, 0, 0, 0, 0
 54.048102, 2.9029243624, 0.0411722814, 0.7742318441, 0.0306824612, 0.6411550926, 0.0312016861, 0.0156070968, 0.0004085322, 0, 0, 0, 0, 0, 0, 0.0044838068, 0.000375855, 0.0019401087, 0.0002309059, 0.3274549702, 0.008702749, 0.2076960992, 0.0158581115, 0.8845048046, 0.0109547276, 0, 0, 0, 0, 0, 0, 0.0349011567, 0.0034000027, 0.0044481866, 0.0015119931, 0.0065011959, 0.0013573706, 0, 0, 0, 0
 54.24791, 2.4272022767, 0.0349097433, 0.9532241557, 0.0235996057, 0.3188632279, 0.0213031953, 0.0167496053, 0.0007902066, 0, 0, 0, 0, 0, 0, 0.0076095376, 0.0003486813, 0.0022850169, 0.0002191682, 0.2186454817, 0.0073550457, 0.1741636153, 0.0122062431, 0.6952857884, 0.0166550638, 0, 0, 0, 0, 0, 0, 0.0215565968, 0.0020634876, 0.0078698687, 0.0018757757, 0.0109493825, 0.0018173779, 0, 0, 0, 0
 54.447718, 2.095096026, 0.0302398412, 0.869133808, 0.0256210712, 0.2614335605, 0.0124291975, 0.0246393808, 0.0005878861, 0, 0, 0, 0, 0, 0, 0.0081484566, 0.0003619321, 0.0048071583, 0.000344447, 0.145079318, 0.0070316672, 0.2727080577, 0.0076474885, 0.4516620279, 0.0098546443, 0, 0, 0, 0, 0, 0, 0.0301108019, 0.0045339411, 0.0150554009, 0.002920323, 0.0123180553, 0.002141161, 0, 0, 0, 0
 54.647527, 1.851498308, 0.0336445386, 0.7363911877, 0.0304417084, 0.1405741112, 0.0110961221, 0.0274633168, 0.0006709078, 0, 0, 0, 0, 0, 0, 0.0080837863, 0.0005352762, 0.0069197211, 0.0003461469, 0.1902455208, 0.0079528203, 0.3698838274, 0.01316792, 0.2805779264, 0.0129653735, 0, 0, 0, 0, 0, 0, 0.0393493433, 0.0042671862, 0.0246361106, 0.0021867227, 0.0273734562, 0.0033304207, 0, 0, 0, 0
 54.847335, 2.107138284, 0.0310922569, 0.6763266536, 0.0120791115, 0.1894321865, 0.0184669158, 0.0314082046, 0.0009316781, 0, 0, 0, 0, 0, 0, 0.0084718081, 0.0004337087, 0.0104119168, 0.0003610864, 0.2908429725, 0.010826002, 0.5539703206, 0.0132239559, 0.2042744172, 0.0109929112, 0, 0, 0, 0, 0, 0, 0.0492722212, 0.0050776024, 0.0424288572, 0.0037019474, 0.0502987258, 0.0037899544, 0, 0, 0, 0
 55.047143, 2.3188959104, 0.0382686161, 0.6955473045, 0.0294500031, 0.3008628844, 0.0171645999, 0.0361506926, 0.0009887335, 0, 0, 0, 0, 0, 0, 0.0117915497, 0.0006147309, 0.014680156, 0.0007176714, 0.2432815923, 0.0100340344, 0.6378015303, 0.0194676948, 0.1974310531, 0.0045032576, 0, 0, 0, 0, 0, 0, 0.0937540876, 0.0050165566, 0.047219212, 0.0034360589, 0.0403758479, 0.0030158242, 0, 0, 0, 0
 55.246951, 1.9215810552, 0.0257951953, 0.4811169179, 0.0181866589, 0.1937179825, 0.0181127765, 0.0369482928, 0.0009441039, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0155855401, 0.0005553689, 0.0164478106, 0.0006570394, 0.2155659679, 0.0125155697, 0.4715077837, 0.0125195078, 0.2159081361, 0.0075207393, 0, 0, 0, 0, 0, 0, 0.1875081752, 0.0086334373, 0.0496143894, 0.004758735, 0.0376385023, 0.0042272881, 0, 0, 0, 0
 55.446759, 1.5366226697, 0.0283966448, 0.2618813685, 0.0144154882, 0.1028591058, 0.0144504569, 0.0380908013, 0.0009971084, 0, 0, 0, 0, 0, 0, 0.0200477901, 0.0005737587, 0.0170945135, 0.0004631603, 0.1919563619, 0.0075207393, 0.4249729081, 0.0107735093, 0.203932249, 0.0107929385, 0, 0, 0, 0, 0, 0, 0.1488431683, 0.0082161629, 0.0797251913, 0.0039491981, 0.047219212, 0.0040302831, 0, 0, 0, 0
 55.646567, 1.457078011, 0.0287925969, 0.109317452, 0.0103449121, 0.067715578, 0.0084786048, 0.0369482928, 0.0009585012, 0, 0, 0.0000431135, 0.0000296728, 0, 0, 0.0215136501, 0.000449901, 0.0160813456, 0.0005935377, 0.1252335623, 0.0060622196, 0.5625245256, 0.0129805732, 0.2898164679, 0.0104291162, 0, 0, 0, 0, 0, 0, 0.111204666, 0.0070364854, 0.0595372673, 0.0047386216, 0.0571420899, 0.0043359469, 0, 0, 0, 0
 55.846375, 1.6362957056, 0.0267831315, 0.1417523004, 0.0108711654, 0.0651441003, 0.0109558368, 0.0306106043, 0.0010154465, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0247040511, 0.0008797362, 0.0136023178, 0.0004819985, 0.08759506, 0.0066903797, 0.6959701248, 0.0168075379, 0.3185585969, 0.0110622008, 0, 0, 0, 0, 0, 0, 0.1269444033, 0.006008618, 0.0461927074, 0.0042382066, 0.0851998825, 0.005905174, 0, 0, 0, 0
 56.046184, 1.647600046, 0.0403977034, 0.1693819861, 0.0106345387, 0.1851463904, 0.0108137317, 0.0306752746, 0.0008820545, 0, 0, 0, 0, 0, 0, 0.02890762, 0.0012996215, 0.0153699724, 0.0007323792, 0.0516673986, 0.0039864702, 0.645671399, 0.0166689323, 0.2330165462, 0.0097094442, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0.1690310923, 0.0106954393, 0.0578264263, 0.0052652724, 0.0605637719, 0.0038223339, 0, 0, 0, 0
 56.245992, 1.2890961724, 0.0278155395, 0.112921324, 0.0076672882, 0.1294310414, 0.0132484414, 0.0326153833, 0.0009050463, 0, 0, 0.0000431135, 0.0000296728, 0, 0, 0.030912399, 0.0010644121, 0.0182585788, 0.000757334, 0.0814360323, 0.0034360589, 0.4475560095, 0.012710015, 0.1283130761, 0.005435721, 0, 0, 0, 0, 0, 0, 0.1940093711, 0.0086601613, 0.050640894, 0.0043110049, 0.0629589493, 0.0056953549, 0, 0, 0, 0
 56.4458, 1.1327238868, 0.0205368996, 0.1423529457, 0.0072536997, 0.0831444438, 0.0115519999, 0.0336932215, 0.0011068445, 0, 0, 0, 0, 0, 0, 0.0334776539, 0.0007852389, 0.0229579532, 0.0003905036, 0.0396915115, 0.0046731498, 0.3120574011, 0.0122859979, 0.1228383849, 0.0046167688, 0, 0, 0, 0, 0, 0, 0.2104334448, 0.0073951507, 0.0663806314, 0.0043875124, 0.065696295, 0.0045339411, 0, 0, 0, 0
 56.645608, 1.2432669964, 0.0223397954, 0.0979051905, 0.010395266, 0.2288615103, 0.0118167607, 0.0298130041, 0.0009560357, 0, 0, 0, 0, 0, 0, 0.0310632963, 0.0006020273, 0.0309986261, 0.0008125619, 0.0451662028, 0.0031944273, 0.2716815531, 0.0113982808, 0.1064143111, 0.0046698521, 0, 0, 0, 0, 0, 0, 0.2703128803, 0.0114134079, 0.0769878457, 0.005132523, 0.0540625761, 0.0061389852, 0, 0, 0, 0
 56.845416, 1.3812284665, 0.0248302142, 0.1285381029, 0.0061686506, 0.3985790349, 0.0190604474, 0.0236477697, 0.0007495433, 0, 0, 0, 0, 0, 0, 0.0255663216, 0.0008404956, 0.033650108, 0.0010764645, 0.0123180553, 0.0014559353, 0.2644960209, 0.0085887125, 0.1108624978, 0.0056519114, 0, 0, 0, 0, 0, 0, 0.212486454, 0.01169052, 0.0995709471, 0.0062301521, 0.0715131544, 0.0037638502, 0, 0, 0, 0
 57.045224, 1.4771104366, 0.0253859246, 0.0714767955, 0.008779117, 0.5760109923, 0.0230470232, 0.0203280281, 0.0009301017, 0, 0, 0, 0, 0, 0, 0.0238202238, 0.0008593583, 0.0330465186, 0.0010379696, 0, 0, 0.1953780439, 0.0073884817, 0.0855420507, 0.00521884, 0, 0, 0, 0, 0, 0, 0.2248045093, 0.0064784079, 0.141657636, 0.0070579081, 0.1050456383, 0.0070434877, 0, 0, 0, 0
 57.245032, 1.715000438, 0.0373410464, 0.0342367844, 0.0063011284, 0.7491571537, 0.0299289497, 0.0155639833, 0.0005925479, 0, 0, 0, 0, 0, 0, 0.0210394013, 0.0008749972, 0.0320549075, 0.0009737787, 0, 0, 0.2237780047, 0.0096665107, 0.0567999217, 0.0053724365, 0, 0, 0, 0, 0, 0, 0.2617586753, 0.0097777457, 0.1632142328, 0.0080555956, 0.1573973734, 0.0084253721, 0, 0, 0, 0
 57.444841, 2.012447352, 0.0491588126, 0.082889057, 0.0049222838, 0.8451589857, 0.0398585098, 0.0153699724, 0.0006304444, 0, 0, 0, 0, 0, 0, 0.0217723312, 0.0007142725, 0.0306752746, 0.0007534487, 0, 0, 0.257994825, 0.0116760158, 0.0687758088, 0.0060698383, 0, 0, 0, 0, 0, 0, 0.3093200555, 0.0117653918, 0.1875081752, 0.0105246916, 0.1929828665, 0.0081214935, 0, 0, 0, 0
 57.644649, 2.3417365898, 0.031316484, 0.0162174242, 0.0031753279, 1.2145946073, 0.0254662019, 0.0154777563, 0.0006787363, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0238417805, 0.0006635769, 0.0320764642, 0.0011266103, 0, 0, 0.2583369932, 0.0100757077, 0.0982022742, 0.0085021814, 0, 0, 0, 0, 0, 0, 0.2980285048, 0.0131116445, 0.1851129978, 0.0101561148, 0.1998262305, 0.0087073502, 0, 0, 0, 0
 57.844457, 2.1238129737, 0.0327270508, 0, 0, 1.0320196945, 0.0209443944, 0.0137747719, 0.0005303185, 0, 0, 0, 0, 0, 0, 0.0240789049, 0.0006732187, 0.0373578713, 0.0006226372, 0, 0, 0.259705666, 0.0137000032, 0.1108624978, 0.0051259155, 0, 0, 0, 0, 0, 0, 0.2706550485, 0.0096457709, 0.1734792789, 0.0064784079, 0.2018792397, 0.0090801057, 0, 0, 0, 0
 58.044265, 1.8165502135, 0.0223604168, 0, 0, 0.8588735332, 0.0157267479, 0.0095065327, 0.0005502367, 0, 0, 0, 0, 0, 0, 0.0233244182, 0.0008131637, 0.0413674293, 0.0007638936, 0, 0, 0.2573104886, 0.0087468907, 0.0427710254, 0.0046803966, 0, 0, 0, 0, 0, 0, 0.2319900416, 0.0111002922, 0.1495275047, 0.0059218464, 0.2018792397, 0.0084326826, 0, 0, 0, 0
 58.244073, 1.6118995777, 0.0307536947, 0, 0, 0.6437265703, 0.0268037689, 0.0061436776, 0.000402835, 0, 0, 0, 0, 0, 0, 0.0222250233, 0.0006519573, 0.0426392784, 0.0007603153, 0, 0, 0.2809200946, 0.0097600838, 0.0400336797, 0.0027317121, 0, 0, 0, 0, 0, 0, 0.20564309, 0.0091742866, 0.1419998042, 0.0076087137, 0.2285683596, 0.0120326093, 0, 0, 0, 0
 58.443881, 1.4064893385, 0.0249026503, 0, 0, 0.4285796074, 0.0186139568, 0.0057772126, 0.000470625, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.02224658, 0.0006359486, 0.0410656347, 0.0010047322, 0, 0, 0.301792355, 0.0106700591, 0.0448240346, 0.0032356351, 0, 0, 0, 0, 0, 0, 0.1594503826, 0.0067179539, 0.1755322881, 0.0098705765, 0.2271996868, 0.0063888547, 0, 0, 0, 0
 58.643689, 1.4132966792, 0.0239890055, 0, 0, 0.4680089312, 0.0184930722, 0.007932889, 0.0004622353, 0, 0, 0, 0, 0, 0, 0.0195304278, 0.0006464003, 0.0405051588, 0.0011536712, 0, 0, 0.2836574402, 0.0106997595, 0.0427710254, 0.00361009, 0, 0, 0, 0, 0, 0, 0.1207853756, 0.0101779338, 0.1844286614, 0.0095430099, 0.2456767697, 0.0099776846, 0, 0, 0, 0
