z(Angstrom),Total_mass_gcm3_mean,Total_mass_gcm3_se,CSH_Si_gcm3_mean,CSH_Si_gcm3_se,Ca_gcm3_mean,Ca_gcm3_se,H_Hydroxyl_CSH_gcm3_mean,H_Hydroxyl_CSH_gcm3_se,H_SiO2_Hydroxyl_gcm3_mean,H_SiO2_Hydroxyl_gcm3_se,H_Unbonded_CSH_gcm3_mean,H_Unbonded_CSH_gcm3_se,H_Unbonded_SiO2_gcm3_mean,H_Unbonded_SiO2_gcm3_se,H_Water_CSH_gcm3_mean,H_Water_CSH_gcm3_se,H_Water_IF_gcm3_mean,H_Water_IF_gcm3_se,O_Bridging_CSH_gcm3_mean,O_Bridging_CSH_gcm3_se,O_Hydroxyl_CSH_gcm3_mean,O_Hydroxyl_CSH_gcm3_se,O_NBO_CSH_gcm3_mean,O_NBO_CSH_gcm3_se,O_SiO2_Structural_gcm3_mean,O_SiO2_Structural_gcm3_se,O_SiO2_Surface_gcm3_mean,O_SiO2_Surface_gcm3_se,O_Unclassified_CSH_gcm3_mean,O_Unclassified_CSH_gcm3_se,O_Water_CSH_gcm3_mean,O_Water_CSH_gcm3_se,O_Water_IF_gcm3_mean,O_Water_IF_gcm3_se,O_Water_IF_CaCoord_gcm3_mean,O_Water_IF_CaCoord_gcm3_se,Si_Bulk_gcm3_mean,Si_Bulk_gcm3_se,Si_Surface_gcm3_mean,Si_Surface_gcm3_se
 24.876114, 2.5508137958, 0.0344484057, 0.6979498859, 0.011882587, 0.7114421482, 0.0299134411, 0.0371207469, 0.0008712437, 0, 0, 0, 0, 0, 0, 0.0021772331, 0.0002329622, 0, 0, 0.252862302, 0.0083145725, 0.4335271131, 0.0101172094, 0.4119705163, 0.009986327, 0, 0, 0, 0, 0, 0, 0.0037638502, 0.0011616757, 0, 0, 0, 0, 0, 0, 0, 0
 25.075922, 2.518193561, 0.0236546762, 0.5856292072, 0.0127453369, 0.8348730752, 0.0183250262, 0.0352453085, 0.0008695436, 0, 0, 0, 0, 0, 0, 0.0017245411, 0.0001902557, 0, 0, 0.1604768872, 0.004589997, 0.3972572836, 0.0140025171, 0.4968282307, 0.0089143639, 0, 0, 0, 0, 0, 0, 0.0061590277, 0.0019796636, 0, 0, 0, 0, 0, 0, 0, 0
 25.27573, 2.5404770973, 0.0360763132, 0.7027550486, 0.0209071084, 0.746585676, 0.0253505357, 0.0369482928, 0.0007036471, 0, 0, 0, 0, 0, 0, 0.0013365193, 0.0001874062, 0, 0, 0.0995709471, 0.0065952982, 0.4205247214, 0.0135006473, 0.5228330141, 0.008547359, 0, 0, 0, 0, 0, 0, 0.0099228779, 0.0034920926, 0, 0, 0, 0, 0, 0, 0, 0
 25.475538, 3.0479515701, 0.0306494415, 0.6985505312, 0.0163573226, 1.0303053761, 0.0208073198, 0.0359997952, 0.0008860521, 0, 0, 0, 0, 0, 0, 0.0009916111, 0.0001826476, 0, 0, 0.1847708296, 0.0092482078, 0.4899848666, 0.016273308, 0.6011895326, 0.0149294259, 0, 0, 0, 0, 0, 0, 0.0061590277, 0.0023233514, 0, 0, 0, 0, 0, 0, 0, 0
 25.675346, 3.319141217, 0.0322059773, 0.5261653184, 0.0112825772, 1.1040210686, 0.0226748906, 0.0336285512, 0.0007769254, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0002371244, 0.0000661658, 0, 0, 0.2285683596, 0.007568519, 0.4591897284, 0.0119864305, 0.9652565005, 0.019416191, 0, 0, 0, 0, 0, 0, 0.0020530092, 0.0014129778, 0, 0, 0, 0, 0, 0, 0, 0
 25.875154, 3.2685855485, 0.0330719153, 0.6114569568, 0.0133571196, 1.1151641384, 0.0326331337, 0.0274202033, 0.0005190614, 0, 0, 0, 0, 0, 0, 0.0001077838, 0.0000428289, 0, 0, 0.1310504217, 0.0062063691, 0.3989681246, 0.0108442008, 0.9840757517, 0.0176131368, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0
 26.074962, 3.4472462229, 0.0298025158, 0.5339737079, 0.0135427666, 1.6183165974, 0.0266859305, 0.0212980824, 0.00040104, 0, 0, 0, 0, 0, 0, 0.0001077838, 0.0000428289, 0, 0, 0.0821203687, 0.0059782882, 0.4321584403, 0.0152883281, 0.7592712423, 0.015037996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 26.274771, 3.2089126362, 0.03221208, 0.3165400945, 0.0106121963, 1.6817463793, 0.026671436, 0.0205435957, 0.0006946744, 0, 0, 0, 0, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0728818272, 0.0037899544, 0.5296763782, 0.01514355, 0.5875028045, 0.0120415679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 26.474579, 2.8063665758, 0.0295980265, 0.2636833046, 0.0164776072, 1.3063106433, 0.0340282492, 0.0225052612, 0.0006384052, 0, 0, 0, 0, 0, 0, 0.0005389191, 0.0001165073, 0, 0, 0.04379753, 0.0032706774, 0.6453292308, 0.0119782023, 0.5238595187, 0.0138698685, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 26.674387, 2.248476941, 0.0421227027, 0.3513775243, 0.0138861316, 0.9257319519, 0.0294312499, 0.0222034665, 0.0007555395, 0, 0, 0, 0, 0, 0, 0.0013580761, 0.0001692331, 0, 0, 0.0653541268, 0.0031192768, 0.4694547744, 0.0169484642, 0.412997021, 0.0108461895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 26.874195, 1.8403033381, 0.0393205179, 0.1717845674, 0.0123895195, 0.8640164885, 0.0305251056, 0.0195735413, 0.0006481384, 0, 0, 0, 0, 0, 0, 0.0020478925, 0.0002024017, 0, 0, 0.0530360715, 0.0022683292, 0.4318162721, 0.0118103479, 0.2980285048, 0.0133814502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 27.074003, 1.7249258641, 0.0326979025, 0.0138148428, 0.004551491, 0.9325892256, 0.0276537431, 0.020155574, 0.000774324, 0, 0, 0, 0, 0, 0, 0.0018323249, 0.0002706482, 0, 0, 0.0075277005, 0.0013954246, 0.4427656546, 0.0155823517, 0.3055562052, 0.0080402822, 0, 0, 0, 0, 0, 0, 0.0006843364, 0.0004709926, 0, 0, 0, 0, 0, 0, 0, 0
 27.273811, 1.7223785698, 0.0218035585, 0.0006006453, 0.0006006453, 0.9685899127, 0.0226783012, 0.0219447853, 0.0006416914, 0, 0, 0, 0, 0, 0, 0.0010562814, 0.0002222158, 0, 0, 0, 0, 0.4427656546, 0.0088268367, 0.2774984126, 0.0087620241, 0, 0, 0, 0, 0, 0, 0.0099228779, 0.0024054462, 0, 0, 0, 0, 0, 0, 0, 0
 27.473619, 1.7685555506, 0.0278587265, 0, 0, 1.0568773118, 0.0235408937, 0.0254154243, 0.0008749273, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0001940109, 0.0000583061, 0, 0, 0, 0, 0.3842548919, 0.0101293834, 0.2751032352, 0.0105035929, 0, 0, 0, 0, 0, 0, 0.0266891198, 0.0036109434, 0, 0, 0, 0, 0, 0, 0, 0
 27.673428, 1.8280994468, 0.0342057283, 0, 0, 1.1674508505, 0.027102901, 0.0196597684, 0.0006783759, 0, 0, 0, 0, 0, 0, 0.0001077838, 0.0000530342, 0, 0, 0, 0, 0.3175320923, 0.0139224157, 0.2857104495, 0.0072606058, 0, 0, 0, 0, 0, 0, 0.0376385023, 0.0042272881, 0, 0, 0, 0, 0, 0, 0, 0
 27.873236, 1.6331445538, 0.0310352844, 0, 0, 0.985733097, 0.035537984, 0.0169436162, 0.0008317201, 0, 0, 0, 0, 0, 0, 0.0001940109, 0.0000661658, 0, 0, 0, 0, 0.2706550485, 0.0083883566, 0.3291658112, 0.0107620639, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0.0301108019, 0.0045339411, 0, 0, 0, 0, 0, 0, 0, 0
 28.073044, 2.0842325132, 0.0440116848, 0.0012012907, 0.0008267849, 1.3688832659, 0.0435342914, 0.0178058867, 0.0006426055, 0, 0, 0, 0, 0, 0, 0.0010562814, 0.0001415301, 0, 0, 0, 0, 0.2552574794, 0.0116125127, 0.4335271131, 0.0125330359, 0, 0, 0, 0, 0, 0, 0.0065011959, 0.0014453156, 0, 0, 0, 0, 0, 0, 0, 0
 28.272852, 2.5993648996, 0.0450130846, 0.026428395, 0.005126363, 1.6791749017, 0.0392400789, 0.0139687828, 0.0005384878, 0, 0, 0, 0, 0, 0, 0.0017892114, 0.0001541049, 0, 0, 0.0010265046, 0.0005605933, 0.2935803181, 0.0111556667, 0.5823702814, 0.0120069763, 0, 0, 0, 0, 0, 0, 0.0010265046, 0.0005605933, 0, 0, 0, 0, 0, 0, 0, 0
 28.47266, 2.8776066834, 0.0325993876, 0.1201290681, 0.0066372061, 1.5591726116, 0.0325857001, 0.0160166754, 0.0006155261, 0, 0, 0, 0, 0, 0, 0.0014658599, 0.0001780366, 0, 0, 0.0099228779, 0.0022464916, 0.3681729864, 0.0128757126, 0.8027266041, 0.0169171678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 28.672468, 2.9403456651, 0.0417153141, 0.2120278053, 0.0111360495, 1.4588849835, 0.0398157994, 0.0157364374, 0.0005564468, 0, 0, 0, 0, 0, 0, 0.0017029843, 0.0002371244, 0, 0, 0.0349011567, 0.0036785699, 0.350722408, 0.0126563291, 0.8663698899, 0.0198115716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 28.872276, 2.6539683548, 0.0390236286, 0.2841052461, 0.0138697128, 1.2051658559, 0.0350912231, 0.0180214544, 0.0004891758, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.00073293, 0.0001799495, 0, 0, 0.047219212, 0.0051331233, 0.2497827881, 0.0111953667, 0.8489193115, 0.0122163355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 29.072085, 2.5745134985, 0.0384337935, 0.3567833324, 0.0135322469, 1.0620202671, 0.0363975406, 0.023345975, 0.0006868852, 0, 0, 0, 0, 0, 0, 0.0001293406, 0.0000550703, 0, 0, 0.0396915115, 0.0037350899, 0.2432815923, 0.010893808, 0.8492614797, 0.017517014, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 29.271893, 2.8712241277, 0.0400207363, 0.4979349874, 0.0155528141, 1.0011619628, 0.0236106033, 0.0229363965, 0.0006927883, 0, 0, 0, 0, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0975179378, 0.0057013024, 0.2740767306, 0.0100463092, 0.9775745558, 0.0238268012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 29.471701, 2.8878162694, 0.0329947947, 0.8324944422, 0.0219111011, 0.7388712431, 0.0254244097, 0.0216214339, 0.0007343801, 0, 0, 0, 0, 0, 0, 0.0000646703, 0.0000471767, 0, 0, 0.1659515784, 0.0061585274, 0.2367803964, 0.009398896, 0.8916903369, 0.015645496, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0
 29.671509, 2.9219203291, 0.0359576874, 1.1153983977, 0.0226470502, 0.7028705561, 0.0281965682, 0.0197244387, 0.0006922762, 0, 0, 0, 0, 0, 0, 0.0002802379, 0.0000783508, 0, 0, 0.1697154287, 0.0097616621, 0.2569683204, 0.0068698758, 0.6566207814, 0.0126816214, 0, 0, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0, 0, 0, 0, 0, 0, 0, 0
 29.871317, 2.7855468297, 0.0349711751, 1.0108861084, 0.0151771286, 0.674584302, 0.0179917484, 0.0215783204, 0.0008230738, 0, 0, 0, 0, 0, 0, 0.0006682597, 0.000105953, 0, 0, 0.2118021176, 0.0088181061, 0.2241201729, 0.0088097165, 0.6391702031, 0.0126029035, 0, 0, 0, 0, 0.0003421682, 0.0003421682, 0.0023951774, 0.0010265046, 0, 0, 0, 0, 0, 0, 0, 0
 30.071125, 2.3947624018, 0.030735393, 0.6336808344, 0.019524013, 0.6677270283, 0.0173438929, 0.0228286127, 0.0006406042, 0, 0, 0, 0, 0, 0, 0.0012502923, 0.0001766575, 0, 0, 0.2586791614, 0.0088755695, 0.2210406591, 0.0090882457, 0.5796329358, 0.0155030598, 0, 0, 0, 0, 0, 0, 0.0099228779, 0.0023536544, 0, 0, 0, 0, 0, 0, 0, 0
 30.270933, 3.0026406964, 0.0487030184, 0.7922512044, 0.0185382443, 0.8563020555, 0.0367990467, 0.0269459545, 0.0007503423, 0, 0, 0, 0, 0, 0, 0.0026083684, 0.0002038466, 0, 0, 0.2449924333, 0.0093489365, 0.3363513435, 0.0121129986, 0.7240279174, 0.0152505958, 0, 0, 0, 0, 0, 0, 0.0191614194, 0.002411842, 0, 0, 0, 0, 0, 0, 0, 0
 30.470741, 3.0099601012, 0.0389983335, 0.8577215465, 0.0191810941, 0.6934418047, 0.0261020926, 0.0280022359, 0.0007066819, 0, 0, 0, 0, 0, 0, 0.0049796124, 0.0003447309, 0, 0, 0.214197295, 0.0056845251, 0.4441343274, 0.0133115027, 0.7431893368, 0.015337623, 0, 0, 0, 0, 0, 0, 0.0242939424, 0.0023536544, 0, 0, 0, 0, 0, 0, 0, 0
 30.67055, 2.0626111939, 0.024005015, 0.4606949763, 0.0154499197, 0.339435049, 0.0164807492, 0.0272046357, 0.0008227321, 0, 0, 0, 0, 0, 0, 0.0062083479, 0.0003118387, 0, 0, 0.1946937075, 0.0093472886, 0.4540572053, 0.0147800905, 0.5365197422, 0.0096957897, 0, 0, 0, 0, 0, 0, 0.04379753, 0.0054021756, 0, 0, 0, 0, 0, 0, 0, 0
 30.870358, 1.8936394482, 0.0295091859, 0.356182687, 0.0151771286, 0.2605764013, 0.012286823, 0.0335207674, 0.0008667264, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0087951595, 0.0004778451, 0, 0, 0.2138551268, 0.0105302522, 0.4646644196, 0.0133115027, 0.5046980993, 0.0131247971, 0, 0, 0, 0, 0, 0, 0.0513252304, 0.0051235107, 0, 0, 0, 0, 0, 0, 0, 0
 31.070166, 2.0438289171, 0.0321832872, 0.5555969401, 0.0206581374, 0.2451475354, 0.0171927377, 0.033283643, 0.0011464939, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0135592043, 0.0007163069, 0, 0, 0.1662937466, 0.0067909376, 0.4598740648, 0.0132344362, 0.5012764173, 0.0133205265, 0, 0, 0, 0, 0, 0, 0.0687758088, 0.0051707992, 0, 0, 0, 0, 0, 0, 0, 0
 31.269974, 1.8184355198, 0.0267316563, 0.4246562559, 0.020921181, 0.1851463904, 0.0132557364, 0.0263423651, 0.000816765, 0, 0, 0, 0, 0, 0, 0.0178921138, 0.0008465265, 0, 0, 0.2504671246, 0.0085761477, 0.5276233689, 0.0095742758, 0.2778405808, 0.010287832, 0, 0, 0, 0, 0, 0, 0.1084673203, 0.0084876738, 0, 0, 0, 0, 0, 0, 0, 0
 31.469782, 2.1367164488, 0.0265042662, 0.5207595104, 0.0144595472, 0.279433904, 0.0154388879, 0.02817469, 0.0007243201, 0, 0, 0, 0, 0, 0, 0.0166633783, 0.0006002372, 0, 0, 0.3315609887, 0.0075860035, 0.5536281524, 0.0115037529, 0.2576526568, 0.0066843903, 0, 0, 0, 0, 0, 0, 0.1488431683, 0.0068049876, 0, 0, 0, 0, 0, 0, 0, 0
 31.66959, 2.1612670261, 0.0289045421, 0.6150608289, 0.0148565891, 0.2957199291, 0.0114578884, 0.034921957, 0.0008577203, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0176118759, 0.0006350827, 0, 0, 0.3390886891, 0.0120436147, 0.4711656155, 0.0120005595, 0.2319900416, 0.0132372296, 0, 0, 0, 0, 0, 0, 0.1556865323, 0.0050599749, 0, 0, 0, 0, 0, 0, 0, 0
 31.869398, 1.6497379086, 0.0287706061, 0.4468801335, 0.0182101353, 0.2280043511, 0.0148255814, 0.0394919909, 0.0008920493, 0, 0, 0.0000431135, 0.0000296728, 0, 0, 0.0217292177, 0.0007554748, 0, 0, 0.2001683987, 0.009152768, 0.4167608712, 0.0101004461, 0.1895611844, 0.0085430323, 0, 0, 0, 0, 0, 0, 0.1070986475, 0.0067211635, 0, 0, 0, 0, 0, 0, 0, 0
 32.069207, 1.349593138, 0.0337396098, 0.3567833324, 0.0177774786, 0.2322901472, 0.0235145965, 0.0396860018, 0.0010175999, 0, 0, 0, 0, 0, 0, 0.0286273821, 0.0009275343, 0, 0, 0.0773300139, 0.0044155122, 0.3948621062, 0.0125803922, 0.1255757305, 0.0097701802, 0, 0, 0, 0, 0, 0, 0.094438424, 0.0051737776, 0, 0, 0, 0, 0, 0, 0, 0
 32.269015, 1.5869786234, 0.0346556764, 0.2678878219, 0.0130755226, 0.4645802944, 0.0250875666, 0.0389530718, 0.0010894728, 0, 0, 0, 0, 0, 0, 0.0268597274, 0.0007931878, 0, 0, 0.0147132327, 0.0021223721, 0.5252281915, 0.0164651052, 0.1406311314, 0.009281131, 0, 0, 0, 0, 0, 0, 0.1081251521, 0.0060111813, 0, 0, 0, 0, 0, 0, 0, 0
 32.468823, 2.017768759, 0.0272917868, 0.1892032823, 0.0101960833, 0.7362997655, 0.0248264849, 0.038392596, 0.0010796406, 0, 0, 0, 0, 0, 0, 0.0236046561, 0.00070488, 0, 0, 0.0003421682, 0.0003421682, 0.6805725557, 0.0147900931, 0.1789539701, 0.006812228, 0, 0, 0, 0, 0, 0, 0.1703997651, 0.0071066319, 0, 0, 0, 0, 0, 0, 0, 0
 32.668631, 1.7773191978, 0.0266600628, 0.1069148706, 0.0075926293, 0.5974399727, 0.02239605, 0.0377890066, 0.0008870315, 0, 0, 0, 0, 0, 0, 0.025436981, 0.000570767, 0, 0, 0, 0, 0.6083750648, 0.0143195182, 0.1792961383, 0.0085502422, 0, 0, 0, 0, 0, 0, 0.2220671637, 0.0094912122, 0, 0, 0, 0, 0, 0, 0, 0
 32.868439, 1.8246602073, 0.0297411784, 0.0102109708, 0.004551491, 0.6814415757, 0.0255147465, 0.0316022154, 0.0005382152, 0, 0, 0, 0, 0, 0, 0.0280237927, 0.0008445017, 0, 0, 0, 0, 0.6261678114, 0.0118582518, 0.1806648112, 0.0049248204, 0, 0, 0, 0, 0, 0, 0.2665490301, 0.0094260648, 0, 0, 0, 0, 0, 0, 0, 0
 33.068247, 2.1362025615, 0.0349084889, 0, 0, 1.0063049181, 0.0283361086, 0.0272261924, 0.0008635601, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0258465596, 0.0008284053, 0, 0, 0, 0, 0.5943461685, 0.0175547892, 0.2395177421, 0.0066977439, 0, 0, 0, 0, 0, 0, 0.2429394241, 0.0107574824, 0, 0, 0, 0, 0, 0, 0, 0
 33.268055, 2.6897641111, 0.035873421, 0, 0, 1.464885098, 0.0284280749, 0.0201124604, 0.0007605566, 0, 0, 0, 0, 0, 0, 0.0232597479, 0.0006459272, 0, 0, 0, 0, 0.7517435419, 0.0110376639, 0.1707419333, 0.009696743, 0, 0, 0, 0, 0, 0, 0.2590213296, 0.0095662273, 0, 0, 0, 0, 0, 0, 0, 0
 33.467864, 2.6725147371, 0.0467660398, 0, 0, 1.4845997599, 0.0344753252, 0.0247040511, 0.0006896037, 0, 0, 0, 0, 0, 0, 0.0255016513, 0.0007833679, 0, 0, 0, 0, 0.6959701248, 0.0177282132, 0.1324190945, 0.0053304075, 0, 0, 0, 0, 0, 0, 0.3093200555, 0.0076527242, 0, 0, 0, 0, 0, 0, 0, 0
 33.667672, 2.4418267429, 0.031083413, 0, 0, 1.4023124753, 0.0313303125, 0.0276573277, 0.0008235492, 0, 0, 0.0000431135, 0.0000296728, 0, 0, 0.0270537383, 0.0008496267, 0, 0, 0, 0, 0.5775799266, 0.013288337, 0.0581685945, 0.0056931906, 0, 0, 0, 0, 0, 0, 0.349011567, 0.0093673736, 0, 0, 0, 0, 0, 0, 0, 0
 33.86748, 2.146547676, 0.0279946285, 0, 0, 1.2163089257, 0.0241634416, 0.0254154243, 0.0006028393, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0298776743, 0.0007105648, 0, 0, 0, 0, 0.5717630671, 0.0152091239, 0.0123180553, 0.0016163886, 0, 0, 0, 0, 0, 0, 0.2908429725, 0.0090256518, 0, 0, 0, 0, 0, 0, 0, 0
 34.067288, 1.7628818779, 0.0362034172, 0.0102109708, 0.0021831228, 0.9068744492, 0.0316569218, 0.0274633168, 0.0009767003, 0, 0, 0, 0, 0, 0, 0.0316884425, 0.0006413864, 0, 0, 0, 0, 0.5269390325, 0.0094850424, 0.0280577926, 0.0036109434, 0, 0, 0, 0, 0, 0, 0.2316478734, 0.0086459187, 0, 0, 0, 0, 0, 0, 0, 0
 34.267096, 1.6949401473, 0.0429916996, 0.0882948651, 0.0037256324, 0.858016374, 0.0360988365, 0.0285195982, 0.0005701454, 0, 0, 0.0000431135, 0.0000296728, 0, 0, 0.0316237722, 0.0009400409, 0, 0, 0, 0, 0.3822018827, 0.0106743895, 0.0845155461, 0.0052371094, 0, 0, 0, 0, 0, 0, 0.2217249955, 0.0078718259, 0, 0, 0, 0, 0, 0, 0, 0
 34.466904, 1.8404072435, 0.0271371726, 0.0276296857, 0.0040032484, 1.1391645964, 0.0270907707, 0.0260621272, 0.0006060763, 0, 0, 0, 0, 0, 0, 0.0319902372, 0.0007816957, 0, 0, 0, 0, 0.281604431, 0.0100683661, 0.1135998434, 0.0059036085, 0, 0, 0, 0, 0, 0, 0.2203563227, 0.012126472, 0, 0, 0, 0, 0, 0, 0, 0
 34.666712, 1.719101436, 0.0400522066, 0.0642690515, 0.0039242055, 1.0123050326, 0.0313272268, 0.0316022154, 0.0009326358, 0, 0, 0, 0, 0, 0, 0.0302656961, 0.0009084584, 0, 0, 0.0003421682, 0.0003421682, 0.2456767697, 0.0089488597, 0.0739083318, 0.006503565, 0, 0, 0, 0, 0, 0, 0.2607321706, 0.010039253, 0, 0, 0, 0, 0, 0, 0, 0
 34.866521, 1.6532778552, 0.0261940075, 0.0474509819, 0.0037459634, 0.8614450108, 0.0258759287, 0.0280669062, 0.0009680479, 0, 0, 0, 0, 0, 0, 0.0251351864, 0.0005596024, 0, 0, 0.0140288963, 0.0030795138, 0.3007658504, 0.0124362962, 0.1187323664, 0.0065352288, 0, 0, 0, 0, 0, 0, 0.2576526568, 0.0116884114, 0, 0, 0, 0, 0, 0, 0, 0
 35.066329, 1.6479495899, 0.0246871222, 0.0270290403, 0.0067997163, 0.7877293183, 0.0197225062, 0.0236262129, 0.0007829463, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0235830994, 0.0008422397, 0, 0, 0.021898765, 0.0034610747, 0.4862210164, 0.0170215672, 0.1084673203, 0.0071649212, 0, 0, 0, 0, 0, 0, 0.1693732605, 0.0089347326, 0, 0, 0, 0, 0, 0, 0, 0
 35.266137, 1.7153183302, 0.024084851, 0.1459568178, 0.0048738254, 0.5520105343, 0.024642788, 0.0309770693, 0.0008936244, 0, 0, 0, 0, 0, 0, 0.0200909037, 0.0006947624, 0, 0, 0.0468770438, 0.0028204991, 0.6631219773, 0.0197149155, 0.0992287789, 0.0081199758, 0, 0, 0, 0, 0, 0, 0.1570552052, 0.0081498963, 0, 0, 0, 0, 0, 0, 0, 0
 35.465945, 1.809624992, 0.0242642917, 0.1633755327, 0.0120885397, 0.3180060687, 0.0143146804, 0.0422296999, 0.0011536712, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0209962877, 0.000634177, 0, 0, 0.0698023134, 0.0038965764, 0.7596134105, 0.0150913757, 0.2484141153, 0.0092362067, 0, 0, 0, 0, 0, 0, 0.187166007, 0.0070609632, 0, 0, 0, 0, 0, 0, 0, 0
 35.665753, 1.9006976519, 0.0307719084, 0.2276445841, 0.0104390127, 0.1105735387, 0.0127122049, 0.0527925141, 0.0011157358, 0, 0, 0, 0, 0, 0, 0.0239926779, 0.0007058508, 0, 0, 0.089305901, 0.0046698521, 0.7709049612, 0.0197609641, 0.392809097, 0.0127969849, 0, 0, 0, 0, 0, 0, 0.232674378, 0.0069682858, 0, 0, 0, 0, 0, 0, 0, 0
 35.865561, 1.6948509157, 0.017912397, 0.2078232879, 0.009590547, 0.1268595638, 0.0067435465, 0.0485242749, 0.001096276, 0, 0, 0.0000215568, 0.0000215568, 0, 0, 0.0195950981, 0.0006934058, 0, 0, 0.0845155461, 0.0059839545, 0.628905157, 0.0135773374, 0.3825440509, 0.0077693956, 0, 0, 0, 0, 0, 0, 0.1960623803, 0.0060860598, 0, 0, 0, 0, 0, 0, 0, 0
 36.065369, 1.6966974373, 0.0406752273, 0.3285530014, 0.0179089034, 0.1937179825, 0.0125051893, 0.0429410731, 0.0010890798, 0, 0, 0, 0, 0, 0, 0.0187543843, 0.000699044, 0, 0, 0.1266022351, 0.0048006346, 0.534466733, 0.0165474214, 0.3281393066, 0.0077148757, 0, 0, 0, 0, 0, 0, 0.1235227213, 0.0070818769, 0, 0, 0, 0, 0, 0, 0, 0
 36.265178, 1.5831805993, 0.0395699727, 0.4450781974, 0.0159625176, 0.0582868266, 0.0107994184, 0.0416907808, 0.0009651127, 0, 0, 0, 0, 0, 0, 0.0198322225, 0.00066424, 0, 0, 0.136525113, 0.0067248297, 0.4882740256, 0.0170128766, 0.3332718297, 0.0126097468, 0, 0, 0, 0, 0, 0, 0.0602216037, 0.0055195298, 0, 0, 0, 0, 0, 0, 0, 0
 36.464986, 1.8972461405, 0.0377897333, 0.6102556661, 0.0203194071, 0.0951446728, 0.008835942, 0.0338010053, 0.0008406701, 0, 0, 0, 0, 0, 0, 0.0158873348, 0.0007195773, 0, 0, 0.2248045093, 0.0108461895, 0.3914404242, 0.010096785, 0.4212090578, 0.0132332722, 0, 0, 0, 0, 0, 0, 0.1047034701, 0.0075145917, 0, 0, 0, 0, 0, 0, 0, 0
 36.664794, 2.1275150074, 0.0439828264, 0.7520079665, 0.019881079, 0.3000057252, 0.0189638352, 0.0231950776, 0.0005635222, 0, 0, 0, 0, 0, 0, 0.0121149011, 0.0005343844, 0, 0, 0.2504671246, 0.0089281782, 0.2713393849, 0.0135170687, 0.4023898067, 0.0107586279, 0, 0, 0, 0, 0, 0, 0.1159950208, 0.005905174, 0, 0, 0, 0, 0, 0, 0, 0
 36.864602, 2.3617758077, 0.0446588862, 0.8901563949, 0.0264183344, 0.3985790349, 0.0214289804, 0.0194657575, 0.0006434993, 0, 0, 0, 0, 0, 0, 0.007566424, 0.0004316739, 0, 0, 0.2285683596, 0.0134725478, 0.2853682813, 0.0089791064, 0.4742451293, 0.0157788384, 0, 0, 0, 0, 0, 0, 0.0578264263, 0.0061904629, 0, 0, 0, 0, 0, 0, 0, 0
 37.06441, 2.6845986837, 0.0365264559, 1.0619409623, 0.0252797376, 0.4971523446, 0.0233338298, 0.0192501899, 0.0005845484, 0, 0, 0, 0, 0, 0, 0.0085795919, 0.0005900662, 0, 0, 0.2456767697, 0.0117370755, 0.32369112, 0.0095381658, 0.4913535394, 0.0103380227, 0, 0, 0, 0, 0, 0, 0.0369541659, 0.0043110049, 0, 0, 0, 0, 0, 0, 0, 0
